abs time (s)	Fx	Fy	Fz	|Ft|	Fx12	Fx34	Fy14	Fy23	Fz1	Fz2	Fz3	Fz4	Mx	My	Mz	Tz	Ax	Ay
	N	N	N	N	N	N	N	N	N	N	N	N	N m	N m	N m	N m	m	m
22.830000	-1.830790	-1.192193	741.950287	741.953504	-6.960056	5.129267	-10.685596	9.493402	311.381226	5.027462	365.771729	59.769871	-21.772935	-0.124614	-0.003615	0.050311	0.000168	-0.029346
22.840000	-1.799125	-1.223976	742.399301	742.402490	-6.895772	5.096647	-10.653671	9.429695	311.221954	4.706731	366.700745	59.769871	-22.053308	-0.031083	-0.011520	0.041975	0.000042	-0.029705
22.850000	-1.863648	-1.112383	743.192074	743.195243	-6.943985	5.080337	-10.605785	9.493402	311.062683	5.187828	366.700745	60.240818	-22.088154	-0.013656	-0.007038	0.048371	0.000018	-0.029721
22.860000	-1.896029	-1.096492	742.872437	742.875666	-6.960056	5.064027	-10.621748	9.525256	310.903412	5.027462	366.700745	60.240818	-22.152797	-0.015244	-0.012824	0.043739	0.000021	-0.029820
22.870000	-1.798647	-1.096457	742.881020	742.884007	-6.927914	5.129267	-10.605785	9.509329	310.903412	5.027462	366.081390	60.868755	-22.154515	-0.160537	-0.002378	0.051499	0.000216	-0.029822
22.880000	-1.928888	-1.112313	743.169637	743.172973	-6.943985	5.015097	-10.573862	9.461549	310.744110	4.546365	367.010406	60.868755	-22.467684	-0.093531	-0.012433	0.046022	0.000126	-0.030232
22.890000	-1.896507	-1.016612	743.955949	743.959061	-6.927914	5.031407	-10.510015	9.493402	310.903412	4.706731	367.320068	61.025738	-22.501386	-0.073625	-0.008546	0.048916	0.000099	-0.030246
22.900000	-1.864842	-1.048466	741.931783	741.934867	-6.863629	4.998787	-10.510015	9.461549	310.266296	4.706731	365.462067	61.496689	-22.349966	-0.275220	-0.024104	0.032461	0.000371	-0.030124
22.910000	-1.751627	-0.984653	742.874005	742.876722	-6.799345	5.047717	-10.462129	9.477475	310.266296	5.027462	365.926575	61.653671	-22.412989	-0.194735	-0.023340	0.029766	0.000262	-0.030171
22.920000	-1.783531	-0.984688	742.078890	742.081687	-6.847558	5.064027	-10.478090	9.493402	310.584839	4.225634	365.771729	61.496689	-22.447279	-0.330359	-0.014262	0.040127	0.000445	-0.030249
22.930000	-1.848532	-0.968656	742.246942	742.249876	-6.863629	5.015097	-10.430204	9.461549	310.584839	4.546365	365.462067	61.653671	-22.353318	-0.350793	-0.011265	0.044863	0.000473	-0.030116
22.940000	-1.719246	-1.000580	742.089689	742.092355	-6.783273	5.064027	-10.462129	9.461549	310.266296	4.546365	365.152405	62.124622	-22.447848	-0.400424	-0.021381	0.031165	0.000540	-0.030250
22.950000	-1.589722	-1.096212	741.456728	741.459242	-6.718988	5.129267	-10.494053	9.397840	309.469910	4.546365	364.687897	62.752556	-22.635507	-0.430122	-0.017376	0.031791	0.000580	-0.030528
22.960000	-1.557580	-1.064358	742.698636	742.701032	-6.686846	5.129267	-10.494053	9.429695	309.310638	4.706731	365.771729	62.909538	-22.884884	-0.279097	-0.027627	0.020767	0.000376	-0.030813
22.970000	-1.557580	-1.255691	741.734005	741.736703	-6.686846	5.129267	-10.589824	9.334133	308.992065	3.744537	365.616913	63.380489	-23.195655	-0.431424	-0.027652	0.021787	0.000582	-0.031272
22.980000	-1.558057	-1.430992	742.202785	742.205800	-6.654704	5.096647	-10.637710	9.206717	308.992065	3.744537	365.771729	63.694454	-23.281522	-0.450543	-0.031061	0.018681	0.000607	-0.031368
22.990000	-1.493295	-1.526693	742.681323	742.684393	-6.622561	5.129267	-10.701557	9.174864	308.514252	4.225634	365.462067	64.479370	-23.371610	-0.463909	-0.034805	0.013142	0.000625	-0.031469
23.000000	-1.525437	-1.654179	742.674564	742.677973	-6.654704	5.129267	-10.733481	9.079303	308.514252	3.904903	365.462067	64.793343	-23.492814	-0.541520	-0.020740	0.028720	0.000729	-0.031633
23.010000	-1.428532	-1.749846	742.038468	742.041906	-6.590419	5.161887	-10.781367	9.031522	308.354950	3.423806	365.152405	65.107307	-23.617449	-0.650610	-0.027086	0.019916	0.000877	-0.031828
23.020000	-1.396390	-1.925112	740.956773	740.960589	-6.558277	5.161887	-10.813291	8.888179	308.354950	3.423806	363.913727	65.264290	-23.393223	-0.816642	-0.020144	0.026064	0.001102	-0.031572
23.030000	-1.412461	-2.020673	741.101522	741.105622	-6.574347	5.161887	-10.813291	8.792618	308.036407	3.263440	364.223419	65.578255	-23.609436	-0.798897	-0.005462	0.041713	0.001078	-0.031857
23.040000	-1.395673	-2.227933	741.104577	741.109240	-6.606490	5.210817	-10.909062	8.681129	307.717834	3.423806	363.913727	66.049210	-23.664003	-0.834347	0.012638	0.059711	0.001126	-0.031931
23.050000	-1.379364	-2.403304	740.622286	740.627469	-6.606490	5.227127	-10.988872	8.585567	307.399292	3.103075	363.913727	66.206192	-23.815363	-0.852713	0.017791	0.064912	0.001151	-0.032156
23.060000	-1.379841	-2.435088	741.080947	741.086232	-6.574347	5.194507	-10.956948	8.521860	307.399292	2.621978	364.068573	66.991104	-24.098104	-0.986074	0.016314	0.064423	0.001331	-0.032518
23.070000	-1.299007	-2.498796	740.793379	740.798732	-6.526134	5.227127	-10.956948	8.458153	307.717834	2.942709	362.984741	67.148094	-23.782014	-1.131073	0.020840	0.066358	0.001527	-0.032103
23.080000	-1.137818	-2.450945	742.177696	742.182615	-6.397565	5.259747	-10.925024	8.474079	307.399292	2.621978	364.223419	67.933006	-24.316740	-1.069630	0.003570	0.044382	0.001441	-0.032764
23.090000	-0.976151	-2.450945	741.415537	741.420230	-6.301137	5.324986	-10.925024	8.474079	307.080750	3.103075	362.984741	68.246971	-24.099286	-1.152715	-0.002668	0.032872	0.001555	-0.032504
23.100000	-1.008771	-2.450805	741.407784	741.412520	-6.301137	5.292367	-10.861176	8.410372	307.717834	2.301247	362.984741	68.403961	-24.163639	-1.345692	0.006115	0.043441	0.001815	-0.032592
23.110000	-1.025558	-2.418777	742.352150	742.356799	-6.268995	5.243437	-10.781367	8.362591	308.036407	2.301247	363.139587	68.874908	-24.226525	-1.422608	0.005211	0.043316	0.001916	-0.032635
23.120000	-0.977822	-2.370925	742.345253	742.349683	-6.188639	5.210817	-10.749443	8.378518	307.558563	2.301247	363.139587	69.345856	-24.418436	-1.419632	-0.015464	0.021234	0.001912	-0.032894
23.130000	-1.026275	-2.307147	743.299266	743.303555	-6.220782	5.194507	-10.717519	8.410372	307.717834	2.461612	362.675079	70.444740	-24.484254	-1.609288	-0.012289	0.026511	0.002165	-0.032940
23.140000	-1.026991	-2.195518	742.525280	742.529236	-6.172568	5.145577	-10.653671	8.458153	307.877136	2.461612	362.055756	70.130775	-24.270759	-1.665080	-0.029790	0.008702	0.002242	-0.032687
23.150000	-0.962707	-2.115745	743.916432	743.920063	-6.108284	5.145577	-10.589824	8.474079	308.036407	2.140881	363.294403	70.444740	-24.617164	-1.608826	-0.036896	-0.000463	0.002163	-0.033091
23.160000	-0.914732	-1.972193	742.981918	742.985099	-6.043999	5.129267	-10.494053	8.521860	307.717834	2.301247	362.675079	70.287758	-24.500004	-1.604675	-0.047256	-0.012833	0.002160	-0.032975
23.170000	-0.881873	-1.892488	742.829239	742.832173	-6.060070	5.178197	-10.462129	8.569641	307.717834	2.301247	362.365417	70.444740	-24.473055	-1.659194	-0.036159	-0.002878	0.002234	-0.032946
23.180000	-0.865086	-1.876456	742.054924	742.057801	-6.092212	5.227127	-10.414243	8.537786	307.558563	2.301247	361.436401	70.758713	-24.382621	-1.788484	-0.010376	0.022572	0.002410	-0.032858
23.190000	-0.736038	-1.844567	741.881100	741.883758	-5.995785	5.259747	-10.398281	8.553714	306.921448	2.140881	361.746094	71.072678	-24.668284	-1.725980	-0.023133	0.005632	0.002326	-0.033251
23.200000	-0.606991	-1.892348	743.756588	743.759244	-5.899358	5.292367	-10.398281	8.505933	307.240021	2.140881	362.675079	71.700607	-24.913802	-1.722275	-0.030161	-0.005446	0.002316	-0.033497
23.210000	-0.704612	-1.892348	741.420743	741.423492	-5.915429	5.210817	-10.398281	8.505933	306.762177	2.140881	360.817078	71.700607	-24.637771	-1.892287	-0.043256	-0.015012	0.002552	-0.033230
23.220000	-0.736754	-2.051827	741.417359	741.420565	-5.947571	5.210817	-10.494053	8.442225	306.762177	1.980515	360.817078	71.857590	-24.694064	-1.931815	-0.040676	-0.010791	0.002606	-0.033307
23.230000	-0.720922	-2.083681	740.938451	740.941732	-5.915429	5.194507	-10.494053	8.410372	306.443634	1.820150	360.817078	71.857590	-24.788412	-1.912121	-0.046544	-0.017048	0.002581	-0.033455
23.240000	-0.736516	-2.147458	742.351575	742.355047	-5.963643	5.227127	-10.525976	8.378518	306.762177	1.820150	361.126740	72.642509	-24.940750	-2.008079	-0.030385	0.000168	0.002705	-0.033597
23.250000	-0.736038	-2.211201	741.878606	741.882267	-5.995785	5.259747	-10.541938	8.330737	306.921448	1.820150	361.436401	71.700607	-24.779579	-1.876982	-0.013615	0.016564	0.002530	-0.033401
23.260000	-0.671276	-2.099572	741.108625	741.111903	-5.963643	5.292367	-10.478090	8.378518	306.762177	1.820150	360.197754	72.328545	-24.694315	-2.078946	-0.011591	0.016666	0.002805	-0.033321
23.270000	-0.541274	-2.067684	742.193398	742.196476	-5.931500	5.390226	-10.462129	8.394444	306.443634	1.980515	361.126740	72.642509	-24.975975	-1.941824	0.001557	0.025181	0.002616	-0.033652
23.280000	-0.637223	-2.115465	742.819619	742.822905	-6.060070	5.422846	-10.462129	8.346663	306.921448	1.980515	361.746094	72.171562	-24.907944	-1.872643	0.039528	0.066228	0.002521	-0.033532
23.290000	-0.668888	-2.019833	743.284097	743.287142	-6.124354	5.455466	-10.430204	8.410372	306.921448	1.980515	362.210571	72.171562	-25.005143	-1.818331	0.055095	0.082539	0.002446	-0.033641
23.300000	-0.507221	-2.067649	743.123609	743.126659	-6.027927	5.520706	-10.446167	8.378518	306.762177	1.820150	362.055756	72.485527	-25.098748	-1.867441	0.050765	0.073092	0.002513	-0.033775
23.310000	-0.491628	-1.987979	742.810739	742.813561	-5.979714	5.488086	-10.430204	8.442225	306.602905	1.980515	362.055756	72.171562	-25.039322	-1.790707	0.028868	0.050233	0.002411	-0.033709
23.320000	-0.604603	-1.924236	744.362309	744.365042	-6.060070	5.455466	-10.414243	8.490006	306.443634	2.140881	363.449249	72.328545	-25.352066	-1.609053	0.034597	0.059349	0.002162	-0.034059
23.330000	-0.605320	-1.780720	742.018785	742.021169	-6.011856	5.406536	-10.334434	8.553714	306.284363	1.659784	361.746094	72.328545	-25.145967	-1.852083	0.017101	0.042059	0.002496	-0.033889
23.340000	-0.654250	-1.685053	743.594556	743.596753	-6.011856	5.357606	-10.286548	8.601495	306.762177	1.820150	362.055756	72.956474	-25.210155	-1.930571	0.007327	0.033883	0.002596	-0.033903
23.350000	-0.702941	-1.748971	743.116734	743.119125	-6.027927	5.324986	-10.382319	8.633348	305.965790	2.140881	362.210571	72.799492	-25.301976	-1.761292	-0.011297	0.016782	0.002370	-0.034048
23.360000	-0.849014	-1.637378	742.489602	742.491893	-6.076141	5.227127	-10.334434	8.697056	305.806519	1.980515	361.746094	72.956474	-25.309426	-1.842572	-0.023125	0.009879	0.002482	-0.034087
23.370000	-0.736038	-1.605279	742.020738	742.022840	-5.995785	5.259747	-10.222700	8.617421	306.125061	1.659784	361.436401	72.799492	-25.217973	-1.932526	-0.009708	0.019487	0.002604	-0.033986
23.380000	-0.590443	-1.605384	741.871442	741.873414	-5.915429	5.324986	-10.270586	8.665202	306.125061	1.820150	361.126740	72.799492	-25.123963	-1.943890	-0.024211	-0.000009	0.002620	-0.033866
23.390000	-0.784968	-1.382126	742.324933	742.326635	-5.995785	5.210817	-10.142890	8.760764	305.806519	1.820150	362.055756	72.642509	-25.352125	-1.784098	-0.027118	0.003012	0.002403	-0.034152
23.400000	-0.816872	-1.190933	743.271580	743.272983	-6.043999	5.227127	-10.110967	8.920033	305.965790	2.140881	362.365417	72.799492	-25.358057	-1.747837	-0.029495	0.001175	0.002352	-0.034117
23.410000	-0.979494	-1.254781	742.948691	742.950396	-6.076141	5.096647	-10.174814	8.920033	306.284363	1.499419	362.365417	72.799492	-25.419762	-1.870360	-0.056824	-0.020152	0.002517	-0.034215
23.420000	-0.817588	-1.015492	743.254961	743.256104	-5.995785	5.178197	-9.999233	8.983741	305.965790	1.659784	362.829895	72.799492	-25.555067	-1.749864	-0.043161	-0.012659	0.002354	-0.034383
23.430000	-0.882589	-0.999600	743.101362	743.102558	-6.011856	5.129267	-10.015195	9.015594	305.965790	1.820150	362.829895	72.485527	-25.460916	-1.695869	-0.055470	-0.022949	0.002282	-0.034263
23.440000	-0.946397	-1.063448	743.401723	743.403086	-6.108284	5.161887	-10.079042	9.015594	305.169403	1.820150	362.984741	73.427429	-25.836670	-1.697621	-0.037322	-0.002002	0.002284	-0.034755
23.450000	-0.849014	-0.999671	742.951676	742.952834	-6.076141	5.227127	-10.047119	9.047448	305.487976	1.980515	362.055756	73.427429	-25.557955	-1.823702	-0.030695	0.000966	0.002455	-0.034401
23.460000	-1.010920	-0.999671	743.557611	743.558971	-6.156497	5.145577	-10.047119	9.047448	305.328674	1.659784	362.984741	73.584412	-25.871155	-1.757719	-0.030933	0.006604	0.002364	-0.034794
23.470000	-1.091037	-0.983778	743.237700	743.239152	-6.252924	5.161887	-10.063081	9.079303	304.850861	1.499419	362.675079	74.212341	-26.063160	-1.835741	-0.014124	0.026565	0.002470	-0.035067
23.480000	-1.058895	-1.063519	744.175321	744.176834	-6.220782	5.161887	-10.110967	9.047448	304.532288	1.820150	363.139587	74.683296	-26.246232	-1.758352	-0.022476	0.017383	0.002363	-0.035269
23.490000	-1.010204	-1.127366	744.021295	744.022835	-6.204710	5.194507	-10.174814	9.047448	304.054474	1.980515	362.675079	75.311226	-26.339533	-1.810672	-0.026828	0.011678	0.002434	-0.035402
23.500000	-1.026275	-1.175252	743.843268	743.844904	-6.220782	5.194507	-10.222700	9.047448	303.895203	1.499419	363.294403	75.154243	-26.557920	-1.756857	-0.029360	0.010057	0.002362	-0.035704
23.510000	-1.091515	-1.159290	744.302226	744.303929	-6.220782	5.129267	-10.206738	9.047448	303.895203	1.339053	363.913727	75.154243	-26.714576	-1.704718	-0.040493	0.001339	0.002290	-0.035892
23.520000	-1.010204	-1.398438	743.216075	743.218077	-6.204710	5.194507	-10.318471	8.920033	303.735901	1.339053	362.829895	75.311226	-26.550305	-1.830841	-0.028777	0.010756	0.002463	-0.035724
23.530000	-1.009726	-1.605838	743.041064	743.043485	-6.236853	5.227127	-10.478090	8.872252	302.780243	1.339053	363.139587	75.782181	-26.888233	-1.735492	-0.029245	0.011044	0.002336	-0.036187
23.540000	-1.008771	-1.845021	742.244625	742.247603	-6.301137	5.292367	-10.605785	8.760764	302.302399	1.018322	362.984741	75.939163	-27.037612	-1.754015	-0.005285	0.035821	0.002363	-0.036427
23.550000	-0.911866	-2.131987	742.070634	742.074257	-6.236853	5.324986	-10.733481	8.601495	301.824585	0.537225	362.984741	76.724083	-27.373465	-1.844238	-0.007829	0.031106	0.002485	-0.036888
23.560000	-0.766271	-2.243510	742.220719	742.224506	-6.156497	5.390226	-10.749443	8.505933	301.346741	0.537225	362.984741	77.352013	-27.589601	-1.855697	-0.001300	0.032792	0.002500	-0.037172
23.570000	-0.732696	-2.482728	742.230275	742.234789	-6.220782	5.488086	-10.893100	8.410372	301.028198	0.697590	362.210571	78.293915	-27.644018	-2.002646	0.025357	0.059345	0.002698	-0.037245
23.580000	-0.683527	-2.673992	743.474167	743.479290	-6.236853	5.553326	-10.956948	8.282956	300.709625	0.857956	362.984741	78.921844	-27.947473	-1.925411	0.049247	0.081866	0.002590	-0.037590
23.590000	-0.700076	-2.785584	744.088899	744.094442	-6.220782	5.520706	-11.004833	8.219249	300.709625	0.537225	363.449249	79.392799	-28.193690	-1.965418	0.041408	0.075292	0.002641	-0.037890
23.600000	-0.733173	-2.945065	744.393011	744.399198	-6.188639	5.455466	-11.100605	8.155540	300.709625	0.376859	363.913727	79.392799	-28.311482	-1.930414	0.018084	0.053606	0.002593	-0.038033
23.610000	-0.733173	-2.945029	744.856005	744.862188	-6.188639	5.455466	-11.084643	8.139614	300.391083	0.216494	363.913727	80.334702	-28.595645	-2.024461	0.021910	0.058062	0.002718	-0.038391
23.620000	-0.862220	-2.897318	744.550813	744.556949	-6.285066	5.422846	-11.116567	8.219249	300.231812	0.537225	363.604065	80.177711	-28.472170	-1.990988	0.021285	0.062004	0.002674	-0.038241
23.630000	-0.911389	-2.817754	745.003201	745.009087	-6.268995	5.357606	-11.148491	8.330737	299.753967	0.697590	364.687897	79.863747	-28.693220	-1.748880	-0.012187	0.029529	0.002347	-0.038514
23.640000	-0.944009	-2.722087	743.120924	743.126510	-6.268995	5.324986	-11.100605	8.378518	299.753967	0.056128	363.604065	79.706764	-28.577654	-1.938545	-0.018698	0.024706	0.002609	-0.038456
23.650000	-0.895318	-2.610424	743.139833	743.144957	-6.252924	5.357606	-11.020796	8.410372	299.913239	0.537225	363.139587	79.549782	-28.330313	-1.934634	-0.009634	0.031293	0.002603	-0.038122
23.660000	-0.846626	-2.498936	741.877874	741.882566	-6.236853	5.390226	-11.020796	8.521860	299.276154	0.376859	362.675079	79.549782	-28.401919	-1.930978	-0.019703	0.019213	0.002603	-0.038284
23.670000	-0.717818	-2.339457	741.256231	741.260270	-6.124354	5.406536	-10.925024	8.585567	299.116852	0.376859	362.055756	79.706764	-28.348488	-1.999222	-0.035093	-0.001331	0.002697	-0.038244
23.680000	-0.766748	-2.243860	741.397841	741.401633	-6.124354	5.357606	-10.909062	8.665202	299.116852	0.056128	362.675079	79.549782	-28.509404	-1.946755	-0.052520	-0.017143	0.002626	-0.038454
23.690000	-0.847821	-2.227862	741.228595	741.232428	-6.156497	5.308676	-10.877138	8.649276	298.798309	-0.104238	362.984741	79.549782	-28.667838	-1.894263	-0.050135	-0.011651	0.002556	-0.038676
23.700000	-0.865086	-2.291746	741.688669	741.692714	-6.092212	5.227127	-10.956948	8.665202	298.320465	0.216494	363.758911	79.392799	-28.819823	-1.687472	-0.090790	-0.051962	0.002275	-0.038857
23.710000	-0.800323	-2.467152	740.295023	740.299567	-6.060070	5.259747	-11.052719	8.585567	298.161194	0.216494	362.210571	79.706764	-28.596909	-1.888922	-0.092631	-0.055420	0.002552	-0.038629
23.720000	-0.783297	-2.562749	739.649310	739.654164	-6.108284	5.324986	-11.068682	8.505933	297.842651	-0.104238	362.675079	79.235817	-28.719174	-1.776164	-0.062300	-0.025732	0.002401	-0.038828
23.730000	-0.911866	-2.722227	740.284926	740.290493	-6.236853	5.324986	-11.164453	8.442225	297.842651	0.056128	362.365417	80.020729	-28.774975	-1.894054	-0.040434	0.001976	0.002559	-0.038870
23.740000	-0.798413	-2.849677	741.070113	741.076022	-6.188639	5.390226	-11.180414	8.330737	298.161194	0.056128	362.675079	80.177711	-28.798860	-1.908852	-0.025565	0.012802	0.002576	-0.038861
23.750000	-0.878769	-3.120646	742.162405	742.169487	-6.268995	5.390226	-11.276186	8.155540	298.001923	0.056128	362.984741	81.119614	-29.068833	-1.969225	0.000037	0.042737	0.002653	-0.039168
23.760000	-0.926027	-3.311873	740.605960	740.613944	-6.381494	5.455466	-11.324072	8.012198	297.524078	-0.104238	361.281586	81.904533	-29.004223	-2.231823	0.047040	0.093286	0.003014	-0.039163
23.770000	-0.909479	-3.375546	741.520226	741.528467	-6.397565	5.488086	-11.308110	7.932564	297.205536	-0.585335	362.210571	82.689453	-29.504066	-2.233297	0.068249	0.114603	0.003012	-0.039789
23.780000	-0.683049	-3.614625	742.771935	742.781044	-6.268995	5.585946	-11.387919	7.773294	297.364807	-0.585335	362.675079	83.317383	-29.679941	-2.261831	0.071643	0.109943	0.003045	-0.039958
23.790000	-0.666978	-3.694365	742.918645	742.928130	-6.252924	5.585946	-11.435805	7.741441	296.886963	-0.745700	362.675079	84.102303	-29.960979	-2.317200	0.066504	0.104926	0.003119	-0.040329
23.800000	-0.634836	-3.614625	742.617763	742.626832	-6.220782	5.585946	-11.387919	7.773294	296.727692	-0.424969	362.055756	84.259285	-29.839807	-2.351311	0.062000	0.098954	0.003166	-0.040182
23.810000	-0.619242	-3.598663	743.402798	743.411766	-6.172568	5.553326	-11.371958	7.773294	296.886963	-0.424969	362.210571	84.730232	-29.933823	-2.407657	0.047749	0.084338	0.003239	-0.040266
23.820000	-0.620197	-3.502962	743.383920	743.392432	-6.108284	5.488086	-11.308110	7.805149	296.727692	-0.906066	362.675079	84.887215	-30.190502	-2.409416	0.025683	0.062224	0.003241	-0.040612
23.830000	-0.539841	-3.391368	743.715554	743.723482	-6.027927	5.488086	-11.260224	7.868856	296.886963	-0.585335	362.055756	85.358170	-30.069849	-2.517258	0.007713	0.041019	0.003385	-0.040432
23.840000	-0.668888	-3.327626	743.865669	743.873413	-6.124354	5.455466	-11.244263	7.916637	296.409149	-0.585335	362.055756	85.986099	-30.293866	-2.541079	0.016656	0.055264	0.003416	-0.040725
23.850000	-0.346032	-3.231959	743.859078	743.866179	-5.899358	5.553326	-11.196377	7.964417	296.249878	-0.585335	362.365417	85.829117	-30.360561	-2.451441	-0.008759	0.016016	0.003296	-0.040815
23.860000	-0.364013	-3.072550	743.871472	743.877907	-5.786860	5.422846	-11.132529	8.059979	297.046265	-0.745700	362.055756	85.515152	-30.115805	-2.566544	-0.061160	-0.035822	0.003450	-0.040485
23.870000	-0.380085	-2.785584	743.870247	743.875560	-5.802931	5.422846	-11.004833	8.219249	296.727692	-0.585335	362.055756	85.672134	-30.191757	-2.528633	-0.061734	-0.036839	0.003399	-0.040587
23.880000	-0.573894	-2.642138	742.323002	742.327926	-5.931500	5.357606	-10.956948	8.314810	296.568420	-0.424969	360.507416	85.672134	-29.888325	-2.684798	-0.054790	-0.022127	0.003617	-0.040263
23.890000	-0.574371	-2.530509	743.406781	743.411310	-5.899358	5.324986	-10.893100	8.362591	296.886963	-0.745700	361.436401	85.829117	-30.110980	-2.668892	-0.065814	-0.033465	0.003590	-0.040504
23.900000	-0.477944	-2.498620	743.083966	743.088321	-5.802931	5.324986	-10.877138	8.378518	296.568420	-0.745700	361.746094	85.515152	-30.175269	-2.551489	-0.085095	-0.057107	0.003434	-0.040608
23.910000	-0.477706	-2.450734	743.402486	743.406680	-5.819002	5.341296	-10.829252	8.378518	297.205536	-1.066431	361.591248	85.672134	-30.114574	-2.703839	-0.072873	-0.044608	0.003637	-0.040509
23.920000	-0.492583	-2.434704	743.083661	743.087813	-5.915429	5.422846	-10.781367	8.346663	296.249878	-0.745700	361.436401	86.143082	-30.305501	-2.626437	-0.027709	0.000986	0.003535	-0.040783
23.930000	-0.427820	-2.514407	742.923448	742.927826	-5.883286	5.455466	-10.813291	8.298883	296.409149	-0.906066	361.591248	85.829117	-30.270309	-2.605622	-0.025710	0.000540	0.003507	-0.040745
23.940000	-0.476034	-2.657995	744.479329	744.484226	-5.931500	5.455466	-10.925024	8.267029	296.249878	-0.745700	362.675079	86.300072	-30.574586	-2.495890	-0.025653	0.002808	0.003353	-0.041068
23.950000	-0.378652	-2.562188	742.918695	742.923209	-5.899358	5.520706	-10.813291	8.251102	295.931305	-0.906066	361.436401	86.457054	-30.458346	-2.640002	-0.003714	0.020915	0.003554	-0.040998
23.960000	-0.410794	-2.641893	742.601050	742.605863	-5.931500	5.520706	-10.845215	8.203321	295.931305	-1.387163	360.971924	87.084984	-30.583669	-2.830269	0.004617	0.031604	0.003811	-0.041185
23.970000	-0.296863	-2.817229	743.240224	743.245622	-5.915429	5.618566	-10.909062	8.091833	295.772034	-0.745700	360.971924	87.241966	-30.510737	-2.747892	0.026692	0.049294	0.003697	-0.041051
23.980000	-0.247217	-2.896898	742.128611	742.134306	-5.963643	5.716425	-10.925024	8.028126	295.294189	-1.226797	360.662262	87.398956	-30.668406	-2.802047	0.061636	0.082790	0.003776	-0.041325
23.990000	-0.278882	-3.135908	742.273177	742.279853	-6.027927	5.749045	-10.972910	7.837002	294.816376	-1.387163	360.817078	88.026886	-30.941836	-2.822151	0.098205	0.121753	0.003802	-0.041685
24.000000	-0.278643	-3.231609	742.297163	742.304249	-6.043999	5.765356	-11.036757	7.805149	294.816376	-1.066431	359.578430	88.968788	-30.814034	-3.045319	0.100842	0.125667	0.004103	-0.041512
24.010000	-0.101144	-3.263463	742.898825	742.906000	-5.915429	5.814285	-11.036757	7.773294	294.657104	-1.387163	360.817078	88.811806	-31.124934	-2.889231	0.088737	0.105666	0.003889	-0.041897
24.020000	-0.117215	-3.343272	743.530008	743.537533	-5.931500	5.814285	-11.116567	7.773294	294.179260	-0.906066	360.817078	89.439735	-31.246278	-2.850233	0.082374	0.100116	0.003833	-0.042024
24.030000	-0.069240	-3.359059	743.839502	743.847090	-5.867216	5.797976	-11.052719	7.693660	294.338531	-1.226797	360.817078	89.910690	-31.372051	-2.962189	0.083473	0.099770	0.003982	-0.042176
24.040000	0.141357	-3.327241	744.302763	744.310214	-5.770788	5.912145	-11.068682	7.741441	294.338531	-1.387163	361.126740	90.224655	-31.530281	-2.972472	0.079372	0.086672	0.003994	-0.042362
24.050000	0.221952	-3.343272	743.975166	743.982711	-5.706503	5.928455	-11.116567	7.773294	293.860718	-1.707894	361.126740	90.695602	-31.783458	-3.006509	0.060208	0.064237	0.004041	-0.042721
24.060000	0.189093	-3.279564	744.610137	744.617383	-5.690433	5.879525	-11.116567	7.837002	294.179260	-1.387163	361.436401	90.381638	-31.657609	-2.932890	0.039563	0.044442	0.003939	-0.042516
24.070000	0.189570	-3.279564	744.771422	744.778667	-5.722575	5.912145	-11.116567	7.837002	294.179260	-1.387163	361.126740	90.852585	-31.689866	-3.026542	0.052516	0.057777	0.004064	-0.042550
24.080000	0.171350	-3.231819	745.226108	745.233135	-5.594005	5.765356	-11.132529	7.900710	294.179260	-1.547528	362.055756	90.538620	-31.847098	-2.897448	-0.012117	-0.006874	0.003888	-0.042735
24.090000	0.121704	-3.168181	745.855139	745.861878	-5.545792	5.667496	-11.164453	7.996272	294.019989	-1.387163	362.055756	91.166557	-31.975331	-2.936678	-0.056629	-0.049373	0.003937	-0.042871
24.100000	0.203015	-3.120435	745.689246	745.695802	-5.529721	5.732736	-11.180414	8.059979	293.701416	-1.387163	362.365417	91.009575	-32.071730	-2.838793	-0.056356	-0.053208	0.003807	-0.043010
24.110000	0.008967	-3.088616	745.061156	745.067558	-5.642219	5.651186	-11.196377	8.107760	293.542145	-1.387163	362.210571	90.695602	-32.011252	-2.809317	-0.057815	-0.046555	0.003771	-0.042965
24.120000	0.073729	-3.072690	743.649112	743.655463	-5.610076	5.683805	-11.196377	8.123687	293.382874	-1.547528	361.746094	90.067673	-31.857415	-2.786920	-0.059631	-0.051274	0.003748	-0.042839
24.130000	0.236351	-3.168391	743.952051	743.958836	-5.577934	5.814285	-11.260224	8.091833	292.745758	-1.226797	362.365417	90.067673	-32.040250	-2.590342	-0.043803	-0.042950	0.003482	-0.043068
24.140000	0.156234	-3.120646	742.238921	742.245497	-5.674361	5.830595	-11.276186	8.155540	292.586487	-1.387163	360.971924	90.067673	-31.827627	-2.761297	-0.030816	-0.025906	0.003720	-0.042881
24.150000	0.156473	-3.168531	742.222049	742.228828	-5.690433	5.846905	-11.324072	8.155540	291.949371	-1.547528	361.281586	90.538620	-32.141090	-2.723431	-0.030086	-0.025236	0.003669	-0.043304
24.160000	0.140163	-3.264233	742.845531	742.852716	-5.690433	5.830595	-11.387919	8.123687	291.790100	-1.547528	361.436401	91.166557	-32.325188	-2.761827	-0.037187	-0.031150	0.003718	-0.043515
